oute,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Yá’át’ééh,"Hozho Boulder > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115776618/yaateeh,3.0,-1,Boulder,"V0 PG13",1,20,35.23484,-111.6018
"Head Scratcher","Head Scratcher > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116590967/head-scratcher,3.0,-1,Boulder,V4,1,,33.34166,-112.01505
Samoa,"Petroglyphs > Mint Wash > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116688161/samoa,3.0,-1,Boulder,V1,1,20,34.64734,-112.52656
"Tunnel Vision","Rock Tunnel Area > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116802029/tunnel-vision,3.0,-1,Boulder,V7,1,,33.35379,-112.01825
"Johnny Lawrence","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829052/johnny-lawrence,3.0,-1,Boulder,V2,1,,34.74062,-110.01709
Sauriform,"Susurradores > Council Rocks > West Stronghold Bouldering > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/116386339/sauriform,3.0,-1,Boulder,V-easy,1,12,31.90571,-110.03318
Goldfinger,"Goldwater Lake > Senator’s Highway Areas- Groom Creek > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116644839/goldfinger,3.0,-1,Boulder,V8,1,10,34.49688,-112.44582
Do-si-Do,"Petroglyphs > Mint Wash > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116688141/do-si-do,3.0,-1,Boulder,V2,1,15,34.64734,-112.52656
"The Peregrine","Right Section > Granite Mountain > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114524215/the-peregrine,3.0,-1,"TR, Boulder","V4-5 R",1,18,34.629,-112.56564
"Safe Cracker","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828866/safe-cracker,3.0,-1,Boulder,V3,1,,34.74062,-110.01709
"Praying Mantis","Sky Cave > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116635774/praying-mantis,3.0,-1,Boulder,V7,1,15,35.2314,-111.60676
Neo,"Mushroom Boulder > Entrance Boulders > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117784069/neo,3.0,-1,Boulder,V0,1,25,32.42997,-110.77689
"Lost In Space (var)","Split Rock Area > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116757938/lost-in-space-var,3.0,-1,Boulder,V4,1,,33.34462,-112.00968
"Reaching Nirvana","Striped Wall Area > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116797291/reaching-nirvana,3.0,-1,Boulder,V2,1,,33.36251,-112.02596
"Hearse Traverse","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828931/hearse-traverse,3.0,-1,Boulder,V1,1,,34.74062,-110.01709
"One Inch Punch","Bikini Wall > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114221297/one-inch-punch,3.0,-1,Boulder,V9,1,,34.88972,-111.73329
On-Ramp,"Needle Boulder > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/117888262/on-ramp,3.0,-1,Boulder,V1,1,12,33.43776,-111.93258
"Moonlight Mile","Lindita > Loma Linda > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117719192/moonlight-mile,3.0,-1,Boulder,V3,1,9,32.43911,-110.75227
"A Colorful Little Orgy","Quartzite Spring Boulder > Rappel Rock > Summit Bouldering > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/115328561/a-colorful-little-orgy,3.0,-1,Boulder,V10,1,15,32.43544,-110.79488
"Welcome to Woodruff","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829056/welcome-to-woodruff,3.0,-1,Boulder,V2,1,,34.74062,-110.01709
"Black Flag","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829043/black-flag,3.0,-1,Boulder,V6,1,,34.74062,-110.01709
"Lost In Space (var)","Split Rock Area > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116757952/lost-in-space-var,3.0,-1,Boulder,V2,1,,33.34462,-112.00968
"Lost In Space","Split Rock Area > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116757929/lost-in-space,3.0,-1,Boulder,V3,1,,33.34462,-112.00968
"Red Draon","Tiger Wall Area > Area 2 > Freidlein Prairie > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115364578/red-draon,3.0,-1,Boulder,V12,1,15,35.2976,-111.64939
"Pink Lightening","Puzzle Box > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107479241/pink-lightening,3.0,-1,Boulder,V11,1,22,35.0819,-111.601
"Fat Mans boulder","Fat Mans Pass > Mormon Trail > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116801929/fat-mans-boulder,3.0,-1,Boulder,V4,1,,33.3522,-112.01981
"Don't Die Dude","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829013/dont-die-dude,3.0,-1,Boulder,V0,1,,34.74062,-110.01709
"Uber Stealth","Uber Stealth > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114010781/uber-stealth,3.0,-1,Boulder,V6,1,13,32.42506,-110.75316
Serengeti,"Serengeti > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116592560/serengeti,3.0,-1,Boulder,V4,1,20,34.63408,-112.58575
"Action Deluxe(a.k.a the egyptian)","Floor Pie Roof / Flying Saucer > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107479383/action-deluxeaka-the-egyptian,2.8,-1,Boulder,V10-11,1,,35.0819,-111.601
"Tony's Problem","Main Area > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115412805/tonys-problem,3.0,-1,Boulder,V6,1,12,35.2297,-111.60345
"Fast Lap Around the Track","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828942/fast-lap-around-the-track,3.0,-1,Boulder,V3,1,,34.74062,-110.01709
"Friday the 13th","Main Area > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116066324/friday-the-13th,3.0,-1,Boulder,V7,1,22,35.2297,-111.60345
Hooked,"Hot Spring Canyon Trail > Ringbolt Hot Springs and White Rock Canyon > Kingman Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/114341237/hooked,3.0,-1,Boulder,V3,1,30,35.96372,-114.71869
"American Grapes","Brush Monkey Boulders > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114617273/american-grapes,3.0,-1,Boulder,V8,1,12,34.48828,-112.55576
"Row Your Boat","Cracker Jack Cliffs > Jacks Canyon > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/113007154/row-your-boat,3.0,-1,Boulder,V10,1,15,34.75582,-111.06739
"Killa Whale","Lakeside Boulder > Granite Basin Lake > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116592265/killa-whale,3.0,-1,Boulder,V6,1,15,34.61812,-112.54985
Gemsbok,"Serengeti > Granite Mountain > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/116592577/gemsbok,3.0,-1,Boulder,V5,1,22,34.63408,-112.58575
"Whispering Wind","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829025/whispering-wind,3.0,-1,Boulder,V0,1,,34.74062,-110.01709
"Takeshi Wada","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828970/takeshi-wada,3.0,-1,Boulder,V3,1,,34.74062,-110.01709
"Squeezin’ the Dew","Cherry Creek Boulder > Outlying  Areas > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114263697/squeezin-the-dew,3.0,-1,Boulder,V5,1,15,34.58858,-112.05217
Wordman,"Pillar Boulder > The Anvil Boulders > *Sedona Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107382083/wordman,3.0,-1,Boulder,"V1 PG13",1,20,34.87241,-111.75363
"Bullet Proof","Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116504759/bullet-proof,3.0,-1,Boulder,V3,1,15,35.23506,-111.61395
"Back From the Grave","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116828939/back-from-the-grave,3.0,-1,Boulder,V1,1,,34.74062,-110.01709
Thorin,"Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116185139/thorin,3.0,-1,Boulder,V8,1,10,35.23506,-111.61395
"Reverberating Carbonizer With Mutate Capacity","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829156/reverberating-carbonizer-with-mutate-capacity,3.0,-1,Boulder,V3,1,,34.74062,-110.01709
"Nuclear Winter","North Korea Wall > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/113694482/nuclear-winter,3.0,-1,Boulder,V5,1,10,35.03842,-111.82364
"Wide Open Beaver Trainer","SW cluster > Entrance Boulders > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117732421/wide-open-beaver-trainer,3.0,-1,Boulder,V5,1,15,32.43039,-110.77309
"Self-induced Vomiting","Welcome Boulder A.K.A. Triangle Boulder > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107409245/self-induced-vomiting,3.0,-1,Boulder,"V4 PG13",1,20,35.08202,-111.59841
Pac-Man,"Ice Nine > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115360022/pac-man,3.0,-1,Boulder,V4,1,15,35.24033,-111.62583
"One Last Big Job","Lizard Boulders > 5 - Windy Ridge > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/115787809/one-last-big-job,3.0,-1,Boulder,V8+,1,25,32.3751,-110.70681
"Two Delta","Woodruff > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116829145/two-delta,3.0,-1,Boulder,V1,1,,34.74062,-110.01709
Splitsville,"Splitsville > Equestrian Area > South Mountain > **Phoenix Areas > Central Arizona > Arizona",https://www.mountainproject.com/route/116209802/splitsville,3.0,-1,Boulder,V3,1,,33.34297,-112.01071
"The Black Widow","Widow Maker wall > The Workshop and Widow Maker Walls > The Ridge, aka Land of High > Lake Mary Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/110344994/the-black-widow,3.0,-1,Boulder,V0,1,15,35.1134,-111.5806
"The Carnibroiler","Anorexic Roof > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107444416/the-carnibroiler,3.0,-1,Boulder,V11+,1,14,35.08062,-111.61267
Washburn,"Sky Cave > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114271040/washburn,3.0,-1,Boulder,V10,1,15,35.2314,-111.60676
"Stool Pigeon","Lost World > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114070097/stool-pigeon,3.0,-1,Boulder,V6,1,15,34.53796,-112.55684
"Coleman's  Daughter","DWS East Side > DWS East Clear Creek > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona",https://www.mountainproject.com/route/107116949/colemans-daughter,3.0,-1,Boulder,"5.11 V3",1,30,34.95661,-110.65823
Brut,"The Dragon's Den > Gandalf's Gorge > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114302689/brut,3.0,-1,Boulder,V9-10,1,,32.42506,-110.75318
"Saltine Crackwhore","Floor Pie Roof / Flying Saucer > Priest Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/107015124/saltine-crackwhore,2.8,-1,Boulder,V8,1,12,35.0819,-111.601
"Beast Mode","Beast Mode Boulders > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116204263/beast-mode,3.0,-1,Boulder,V6,1,12,35.22805,-111.6078
Mesopotamia,"Main Area > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116066282/mesopotamia,3.0,-1,Boulder,V3,1,20,35.2297,-111.60345
"Main Squeeze","Sunny Perch > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115879001/main-squeeze,3.0,-1,Boulder,V3,1,12,35.22846,-111.60908
"Bruised Potato","White Rock Canyon Trail > Ringbolt Hot Springs and White Rock Canyon > Kingman Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/114337316/bruised-potato,3.0,-1,Boulder,V1,1,25,35.96936,-114.72225
"Resting in Peace","Skull Boulder > Rappel Rock > Summit Bouldering > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114981412/resting-in-peace,3.0,-1,Boulder,"V7 PG13",1,20,32.43472,-110.79487
Osaputita,"Upper West > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114943633/osaputita,3.0,-1,Boulder,V6,1,15,35.2312,-111.6033
Elephant,"The Jungle > Cataract Boulders > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/117328983/elephant,3.0,-1,Boulder,V6-7,1,10,32.361,-110.71635
Abies,"Upper West > Middle Elden > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116069571/abies,3.0,-1,Boulder,V3,1,12,35.2312,-111.6033
"V2 tall","The Island > Howard Draw > Priest Draw > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/117912720/v2-tall,3.0,-1,Boulder,V2,1,16,35.0816,-111.5995
"HOV Lane","Skyline > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/116204580/hov-lane,3.0,-1,Boulder,V4,1,10,35.22849,-111.60623
"Shakey Drakes","Sky Cave > Skyline Boulders > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/115412946/shakey-drakes,3.0,-1,Boulder,V5,1,12,35.2314,-111.60676
"Brain Hotel","Main Drainage > Dragon Eggz > Mt. Elden Areas > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114808179/brain-hotel,3.0,-1,Boulder,V5,1,12,35.23506,-111.61395
"Snooter Rooter Project","Ship of Fools > First Gully Boulders > San Francisco Peak's > *Flagstaff Bouldering* > *Northern AZ Bouldering* > Northern Arizona > Arizona",https://www.mountainproject.com/route/114966413/snooter-rooter-project,3.0,-1,Boulder,V8+,1,15,35.30553,-111.70185
"Death By 1000 Papercuts","The Assassin's Cradle > Aspen Trail Boulders > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114302618/death-by-1000-papercuts,3.0,-1,Boulder,V10,1,25,32.42705,-110.75406
"The Equalizer","Hilltop Boulder > Copper Basin / Thumb Butte Loop > *Prescott Bouldering* > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/114617456/the-equalizer,3.0,-1,Boulder,V8,1,15,34.49172,-112.55587
"Welcome to the Bungle","Bungle'o > Wonderland > Wilderness of Rocks > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/115189377/welcome-to-the-bungle,3.0,-1,"Boulder, Alpine",V5,1,12,32.41846,-110.78966
